Property_ID;Area_SqFt;Rooms;Build_Year;Location;Street_Type;Furnishing;Property_Type;Has_Pool;Price
284;2230,566558;4;1993;Lucknow;Highway Facing;Semi-Furnished;Apartment;No;554545
285;1570,950586;2;1996;Delhi;Gated Society;Semi-Furnished;Duplex;No;540125
286;1886,419766;2;2007;Kanpur;Corner Plot;Semi-Furnished;Duplex;No;501488
287;6170,583006;2;2022;Lucknow;Corner Plot;Unfurnished;Villa;No;1265986,684
288;1199,380639;3;2020;Indore;Residential Lane;Furnished;Apartment;No;340411
289;1669,57766;6;1994;Lucknow;Highway Facing;Furnished;Apartment;No;462381
290;1274,108994;7;1989;Indore;Corner Plot;Semi-Furnished;Independent House;No;420434
291;2215,3733;6;1988;Kanpur;Highway Facing;Semi-Furnished;Apartment;Yes;562495
292;1207,920218;6;2021;Prayagraj;Highway Facing;Unfurnished;Independent House;No;398436
293;1353,183414;7;1988;Delhi;Main Road;Semi-Furnished;Apartment;No;461020
294;2561,064667;4;2018;Gurugram;Residential Lane;Furnished;Apartment;No;664358
295;1111,385104;5;2008;Prayagraj;Residential Lane;Semi-Furnished;Apartment;No;329712
296;2805,527799;3;2003;Prayagraj;Corner Plot;Unfurnished;Independent House;Yes;688445
297;3115,44214;7;1996;Kanpur;Highway Facing;Semi-Furnished;Apartment;Yes;774294
298;2001,095097;3;1996;Gurugram;Highway Facing;Semi-Furnished;Apartment;No;544019
299;2171,389171;3;2020;Delhi;Highway Facing;Semi-Furnished;Independent House;No;672398
300;2780,831245;7;2011;Gurugram;Corner Plot;Unfurnished;Independent House;No;775968
301;1637,224729;7;1987;Prayagraj;Gated Society;Unfurnished;Apartment;No;423201
302;3276,385002;4;1987;Noida;Gated Society;Semi-Furnished;Villa;No;879204
303;1708,107548;2;2014;Gurugram;Residential Lane;Semi-Furnished;Villa;Yes;595748
304;2598,802683;2;1999;Indore;Gated Society;Unfurnished;Villa;Yes;716676
305;2392,044897;2;2018;Indore;Corner Plot;Semi-Furnished;Apartment;Yes;583847
306;1764,169043;5;1997;Noida;Gated Society;Unfurnished;Independent House;No;542807
307;1945,202074;3;2000;Noida;Residential Lane;Semi-Furnished;Independent House;No;525186
308;2434,5727;4;1992;Indore;Highway Facing;Furnished;Independent House;No;607920
309;2294,666755;;1997;Prayagraj;Highway Facing;Semi-Furnished;Apartment;No;581487
310;2204,380355;7;1994;Indore;Corner Plot;Semi-Furnished;Independent House;No;627455
311;1339,297647;6;2008;Kanpur;Corner Plot;Furnished;Villa;No;536364
312;2185,934128;7;2018;Noida;Highway Facing;Furnished;Apartment;Yes;657825
313;2588,749586;7;2022;Indore;Residential Lane;Semi-Furnished;Apartment;No;669520
314;2301,695449;3;1988;Jaipur;Highway Facing;Semi-Furnished;Duplex;No;552552
315;2414,755667;6;2001;Noida;Gated Society;Semi-Furnished;Independent House;No;712198
316;2487,234025;6;2021;Lucknow;Highway Facing;Unfurnished;Independent House;No;640407
317;1860,291458;4;2003;Noida;Main Road;Semi-Furnished;Duplex;No;575363
318;;3;1998;Delhi;Corner Plot;Unfurnished;Apartment;No;277504
319;1009,407162;3;2000;Kanpur;Highway Facing;Semi-Furnished;Independent House;No;339788
320;2556,475498;6;2018;Indore;Corner Plot;Semi-Furnished;Apartment;No;651971
321;1545,823459;7;1985;Lucknow;Highway Facing;Semi-Furnished;Apartment;No;457816
322;2222,505546;5;1994;Prayagraj;Residential Lane;Furnished;Apartment;Yes;538612
323;2080,080267;7;2001;Lucknow;Gated Society;Semi-Furnished;Duplex;No;604316
324;3309,84938;5;2012;Delhi;Corner Plot;Unfurnished;Apartment;No;806467
325;2069,267681;7;1991;Prayagraj;Main Road;Unfurnished;Independent House;Yes;589328
326;1518,491108;4;2020;Lucknow;Highway Facing;Furnished;Duplex;No;486913
327;2568,620944;6;2006;Indore;Highway Facing;Semi-Furnished;Duplex;Yes;735937
328;1859,036197;5;2007;Lucknow;Residential Lane;Unfurnished;Apartment;No;487759
329;3369,539574;4;1999;Kanpur;Main Road;Furnished;Independent House;No;804911
330;2658,094631;2;1994;Gurugram;Highway Facing;Unfurnished;Independent House;No;635589
331;2817,575175;5;2022;Lucknow;Main Road;Unfurnished;Independent House;No;722279
332;1601,005936;3;2022;Jaipur;Gated Society;Unfurnished;Duplex;No;500176
333;2560,05979;7;2002;Kanpur;Gated Society;Semi-Furnished;Independent House;No;707935
334;2168,31562;6;2017;Gurugram;Gated Society;Semi-Furnished;Apartment;Yes;712315
335;1781,071487;5;2019;Indore;Highway Facing;Unfurnished;Independent House;No;507771
336;1966,922974;4;2007;Kanpur;Residential Lane;Unfurnished;Apartment;Yes;436734
337;2434,237963;6;1992;Lucknow;Main Road;Semi-Furnished;Villa;No;715307
338;2368,307919;6;1994;Lucknow;Corner Plot;Furnished;Independent House;No;669879
339;1817,380742;3;1992;Kanpur;Gated Society;Furnished;Apartment;No;440413
340;4122,732784;2;1987;Prayagraj;Highway Facing;Furnished;Apartment;No;783551
341;2630,560441;6;2013;Gurugram;Residential Lane;Semi-Furnished;Apartment;No;663785
342;2207,850187;4;1989;Delhi;Residential Lane;Semi-Furnished;Apartment;Yes;581842
343;3125,950574;4;2005;Noida;Highway Facing;Furnished;Apartment;No;742183
344;2095,983785;5;2007;Jaipur;Residential Lane;Furnished;Independent House;No;608667
345;1897,103342;7;2012;Gurugram;Corner Plot;Furnished;Duplex;No;665807
346;1703,161083;4;2024;Lucknow;Residential Lane;Unfurnished;Apartment;Yes;455563
347;2234,748575;2;2007;Lucknow;Gated Society;Furnished;Apartment;Yes;611642
348;2579,63024;6;1994;Jaipur;Gated Society;Furnished;Apartment;Yes;662883
349;2869,555463;;1997;Noida;Gated Society;Semi-Furnished;Villa;No;875090
350;1946,855129;4;2020;Indore;Gated Society;Semi-Furnished;Apartment;No;504996
351;1490,507603;3;1994;Noida;Main Road;Furnished;Independent House;Yes;491501
352;967,6294175;5;2009;Prayagraj;Main Road;Semi-Furnished;Independent House;Yes;396485
353;2533,697683;3;2024;Jaipur;Highway Facing;Unfurnished;Apartment;Yes;600368
354;2087,291915;2;2013;Kanpur;Corner Plot;Unfurnished;Duplex;Yes;543691
355;2782,013876;6;1985;Noida;Corner Plot;Unfurnished;Independent House;No;719639
356;2038,318179;5;2019;Noida;Main Road;Unfurnished;Apartment;Yes;592208
357;2625,772304;4;1990;Delhi;Highway Facing;Semi-Furnished;Apartment;No;632613
358;1629,676947;7;2019;Indore;Highway Facing;Unfurnished;Villa;No;580074
359;2779,770772;3;2006;Prayagraj;Highway Facing;Unfurnished;Duplex;No;659643
360;;5;2017;Kanpur;Gated Society;Furnished;Apartment;No;478874
361;1362,702448;2;2012;Kanpur;Highway Facing;Semi-Furnished;Apartment;No;348115
362;2880,664626;4;1986;Jaipur;Corner Plot;Unfurnished;Villa;Yes;735024
363;1892,5529;4;2013;Prayagraj;Residential Lane;Unfurnished;Duplex;Yes;531981
364;;3;2001;Noida;Gated Society;Unfurnished;Independent House;Yes;623888
365;2387,620022;2;2011;Jaipur;Highway Facing;Semi-Furnished;Independent House;No;557996
366;2608,512479;3;2022;Gurugram;Highway Facing;Furnished;Duplex;No;773899
367;1899,325953;5;2003;Jaipur;Residential Lane;Furnished;Apartment;No;496189
368;2854,451268;7;2020;Noida;Gated Society;Furnished;Apartment;Yes;866047
369;3385,433012;4;2006;Prayagraj;Highway Facing;Unfurnished;Independent House;No;722182
370;1923,118421;2;1988;Delhi;Corner Plot;Unfurnished;Apartment;No;462812
371;2616,847968;7;2022;Noida;Highway Facing;Semi-Furnished;Apartment;Yes;774097
372;2374,09718;5;1999;Gurugram;Main Road;Semi-Furnished;Duplex;No;704351
373;2345,118436;2;2004;Jaipur;Main Road;Unfurnished;Apartment;Yes;511282
374;1664,786552;7;2017;Noida;Residential Lane;Unfurnished;Apartment;No;465668
375;1194,889105;7;1987;Delhi;Highway Facing;Semi-Furnished;Apartment;No;441893
376;2575,830946;7;2009;Lucknow;Corner Plot;;Duplex;No;693482
377;2749,631341;4;2022;Lucknow;Residential Lane;Semi-Furnished;Duplex;No;698466
378;1936,521918;2;1997;Indore;Gated Society;Semi-Furnished;Apartment;No;423451
379;1825,476908;4;1998;Delhi;Main Road;Unfurnished;Apartment;Yes;526554
380;3018,24987;5;2005;Gurugram;Gated Society;Unfurnished;Apartment;No;751820
381;2142,731715;3;2007;Prayagraj;Residential Lane;Unfurnished;Villa;No;573527
382;2501,886109;6;2020;Delhi;Residential Lane;Furnished;Apartment;No;716750
383;2550,843206;;2019;Delhi;Gated Society;Semi-Furnished;Villa;No;881591
384;2431,05197;2;2006;Jaipur;Gated Society;Semi-Furnished;Independent House;No;627913
385;2077,787435;6;2001;Prayagraj;Residential Lane;Semi-Furnished;Villa;No;575031
386;2405,852999;7;2001;Indore;Residential Lane;Unfurnished;Apartment;No;532360
387;2815,384891;3;1993;Gurugram;Highway Facing;Furnished;Independent House;Yes;793980
388;2342,187053;2;2017;Gurugram;Highway Facing;Semi-Furnished;Independent House;No;632082
389;2200,245022;4;1997;Noida;Gated Society;Semi-Furnished;Apartment;No;560495
390;1691,016456;6;2023;Noida;Main Road;Furnished;Apartment;Yes;609180
391;2127,352147;2;2023;Delhi;Main Road;Unfurnished;Independent House;No;614305
392;2715,565132;4;2016;Indore;Main Road;Semi-Furnished;Independent House;No;684181
393;2076,341573;7;2000;Lucknow;Highway Facing;Furnished;Independent House;Yes;684000
394;2932,466334;2;1999;Prayagraj;Main Road;Unfurnished;Duplex;No;648234
395;2048,363794;;2024;Lucknow;Corner Plot;Semi-Furnished;Apartment;No;505238
396;2860,043426;5;2013;Prayagraj;Highway Facing;Furnished;Apartment;No;664154
397;1856,610036;7;1988;Lucknow;Highway Facing;;Independent House;No;535068
398;2085,075215;5;2015;Prayagraj;Main Road;Semi-Furnished;Apartment;No;564296
399;2863,603565;7;2023;Lucknow;Main Road;Furnished;Apartment;No;808151
400;1759,460564;5;1993;Kanpur;Gated Society;Furnished;Apartment;No;514018
401;1506,092992;3;2020;Prayagraj;Residential Lane;Furnished;Apartment;No;428913
402;1757,218434;4;2024;Noida;Corner Plot;Semi-Furnished;Independent House;No;588997
403;3342,558998;3;1996;Jaipur;Residential Lane;Unfurnished;Apartment;No;690644
404;3096,867277;4;2022;Prayagraj;Main Road;Semi-Furnished;Villa;No;863792
405;1229,293789;4;2020;Noida;Gated Society;Unfurnished;Villa;No;530984
406;1816,7755;5;2021;Delhi;Corner Plot;;Independent House;No;656896
407;1891,116131;4;1999;Indore;Residential Lane;Unfurnished;Apartment;No;387854
408;2237,394999;6;1991;Kanpur;Residential Lane;Unfurnished;Apartment;No;467369
409;1810,988641;4;2004;Prayagraj;Highway Facing;;Duplex;No;475835
410;2146,46475;2;2019;Gurugram;Gated Society;Unfurnished;Independent House;Yes;634895
411;2794,9717;4;2006;Kanpur;Residential Lane;Semi-Furnished;Apartment;Yes;614875
412;2219,319668;3;2019;Prayagraj;Gated Society;Semi-Furnished;Apartment;No;520116
413;2306,46317;4;1986;Gurugram;Main Road;Furnished;Independent House;No;646715
414;2402,207111;4;1989;Lucknow;Residential Lane;Semi-Furnished;Villa;No;606197
415;2580,495402;4;2016;Noida;Highway Facing;Semi-Furnished;Apartment;No;672642
416;3279,422955;2;1994;Delhi;Corner Plot;Semi-Furnished;Apartment;No;742963
417;2251,19393;2;2013;Noida;Corner Plot;Semi-Furnished;Apartment;No;539797
418;2101,467633;;2004;Gurugram;Corner Plot;Semi-Furnished;Apartment;No;592040
419;;7;1986;Noida;Highway Facing;Semi-Furnished;Apartment;No;590573
420;1755,910529;5;2000;Gurugram;Gated Society;Unfurnished;Independent House;No;563382
421;2867,051542;2;2019;Prayagraj;Residential Lane;Semi-Furnished;Independent House;Yes;669607
422;2520,191874;6;2014;Lucknow;Gated Society;Unfurnished;Villa;Yes;794063
423;2086,777313;3;1991;Noida;Highway Facing;Semi-Furnished;Apartment;Yes;523582
424;1263,782704;4;1992;Indore;Corner Plot;Unfurnished;Apartment;Yes;334950
425;1455,14597;5;2021;Lucknow;Residential Lane;Furnished;Duplex;Yes;528270
426;1145,04522;5;2016;Indore;Residential Lane;Semi-Furnished;Apartment;Yes;380806
427;1415,491593;7;2007;Jaipur;Residential Lane;Unfurnished;Apartment;Yes;454653
428;1547,776699;6;2009;Gurugram;Corner Plot;Unfurnished;Duplex;No;507405
429;9022,275608;6;2001;Indore;Corner Plot;Furnished;Independent House;No;1396460,448
430;3358,209154;5;2022;Jaipur;Main Road;Unfurnished;Apartment;No;758201
431;1910,610706;2;2016;Prayagraj;Gated Society;Unfurnished;Apartment;Yes;436953
432;3247,275124;3;1998;Lucknow;Corner Plot;Semi-Furnished;Apartment;No;714977
433;1709,221035;7;2012;Gurugram;Corner Plot;Semi-Furnished;Apartment;Yes;597697
434;2317,399161;7;1992;Kanpur;Main Road;Unfurnished;Apartment;No;566849
435;2881,030867;6;1989;Delhi;Main Road;Furnished;Independent House;Yes;840400
436;3591,260478;5;1997;Noida;Residential Lane;Furnished;Apartment;No;843466
437;1777,91845;2;1999;Indore;Residential Lane;Furnished;Duplex;Yes;498850
438;2278,150735;4;2010;Prayagraj;Gated Society;Semi-Furnished;Villa;No;686412
439;2175,391251;3;2001;Prayagraj;Residential Lane;Semi-Furnished;Villa;No;560119
440;;4;1999;Noida;Corner Plot;Semi-Furnished;Apartment;No;477283
441;2230,984958;5;1993;Delhi;Corner Plot;Furnished;Apartment;No;622559
442;1886,591889;2;1992;Kanpur;Corner Plot;Semi-Furnished;Villa;No;525318
443;2986,01436;4;2015;Indore;Residential Lane;Semi-Furnished;Independent House;No;699413
444;2103,43983;3;2022;Indore;Highway Facing;Semi-Furnished;Villa;Yes;670455
445;1813,499591;2;2005;Jaipur;Highway Facing;Semi-Furnished;Independent House;No;447745
446;1597,511598;5;1986;Prayagraj;Highway Facing;Semi-Furnished;Apartment;No;392781
447;2061,466931;6;2016;Lucknow;Corner Plot;Unfurnished;Apartment;No;538148
448;1867,810656;4;2012;Noida;Main Road;Unfurnished;Apartment;No;495874
449;2552,263887;5;2011;Indore;Corner Plot;Furnished;Apartment;Yes;666378
450;2666,956002;4;2008;Noida;Main Road;Unfurnished;Villa;No;756358
451;2675,859234;6;1987;Indore;Main Road;Furnished;Apartment;No;654455
452;1678,095914;;2007;Lucknow;Corner Plot;Unfurnished;Apartment;No;422310
453;1592,573797;2;1986;Noida;Gated Society;Semi-Furnished;Villa;Yes;594695
454;2393,877733;2;2022;Noida;Residential Lane;Furnished;Independent House;No;637432
455;2833,617272;;1989;Gurugram;Corner Plot;Semi-Furnished;Independent House;No;736450
456;3250,180259;4;2024;Delhi;Corner Plot;Furnished;Villa;No;975210
457;2132,510087;6;2021;Prayagraj;Gated Society;Furnished;Duplex;Yes;712933
458;2583,202;4;2014;Lucknow;Corner Plot;Unfurnished;Villa;No;719380
459;2415,928715;6;2012;Delhi;Residential Lane;Semi-Furnished;Apartment;No;698296
460;1972,516957;6;1985;Jaipur;Residential Lane;Semi-Furnished;Villa;No;636031
461;2148,500096;6;2000;Jaipur;Main Road;Furnished;Apartment;No;608594
462;2162,447308;7;1990;Kanpur;Gated Society;Semi-Furnished;Villa;No;670916
463;1807,017007;4;1990;Noida;Main Road;Semi-Furnished;Independent House;No;549409
464;2103,319943;7;1990;Noida;Residential Lane;Furnished;Duplex;No;667946
465;1958,020398;5;1999;Gurugram;Corner Plot;Semi-Furnished;Independent House;No;605938
466;2605,488893;3;2024;Prayagraj;Main Road;Unfurnished;Duplex;No;621939
467;3077,82667;7;1998;Jaipur;Corner Plot;Semi-Furnished;Apartment;No;725788
468;2254,487992;3;2015;Indore;Highway Facing;Furnished;Apartment;Yes;553496
469;959,1272309;6;2000;Noida;Residential Lane;Furnished;Villa;No;488705
470;1558,569158;7;2007;Kanpur;Residential Lane;Furnished;Apartment;No;423257
471;2201,545784;3;2002;Noida;Main Road;Furnished;Independent House;Yes;691496
472;2075,888813;4;1995;Indore;Corner Plot;Furnished;Apartment;No;507119
473;2448,385875;7;2019;Lucknow;Highway Facing;Semi-Furnished;Villa;No;751730
474;914,2348416;4;1993;Gurugram;Gated Society;Furnished;Apartment;Yes;397161
475;963,5214123;5;2018;Indore;Main Road;Unfurnished;Independent House;Yes;426338
476;1609,21564;2;2009;Lucknow;Residential Lane;Furnished;Apartment;No;421346
477;1606,80461;7;1986;Noida;Residential Lane;Furnished;Apartment;No;479516
478;1149,854152;6;2010;Delhi;Corner Plot;Furnished;Apartment;No;502703
479;1666,086242;5;2023;Noida;Highway Facing;Semi-Furnished;Independent House;Yes;617520
480;1892,147448;7;2024;Prayagraj;Highway Facing;Unfurnished;Apartment;Yes;542070
481;2549,613878;6;2010;Lucknow;Gated Society;Semi-Furnished;Apartment;Yes;686053
482;1687,337989;6;2021;Jaipur;Corner Plot;Semi-Furnished;Independent House;No;524124
483;1841,914799;;2011;Prayagraj;Corner Plot;Semi-Furnished;Apartment;No;473534
484;;3;1989;Kanpur;Gated Society;Furnished;Villa;No;542238
485;1488,399329;5;1993;Gurugram;Corner Plot;Semi-Furnished;Villa;Yes;585898
486;2738,132162;3;1989;Kanpur;Highway Facing;Semi-Furnished;Independent House;Yes;655862
487;1992,814764;3;1993;Jaipur;Corner Plot;Unfurnished;Villa;Yes;584193
488;2691,124629;6;2015;Prayagraj;Residential Lane;Semi-Furnished;Apartment;No;661336
489;3046,857419;7;2023;Gurugram;Main Road;;Apartment;No;866541
490;2505,573777;5;2015;Gurugram;Corner Plot;Furnished;Independent House;No;785730
491;2563,9842;3;2008;Gurugram;Residential Lane;;Apartment;No;653198
492;1646,551855;6;1994;Indore;Main Road;Semi-Furnished;Independent House;No;494788
493;2356,063063;5;2011;Noida;Residential Lane;Semi-Furnished;Apartment;No;586710
494;2857,371369;5;2023;Delhi;Highway Facing;Semi-Furnished;Apartment;No;765134
495;2754,094185;7;1986;Lucknow;Gated Society;Semi-Furnished;Independent House;Yes;744548
496;1774,804099;7;2021;Kanpur;Residential Lane;Unfurnished;Apartment;No;469874
497;2442,718933;5;2006;Indore;Gated Society;Unfurnished;Villa;No;694893
498;2850,228716;3;2022;Indore;Gated Society;Furnished;Apartment;No;718734
499;2852,704041;7;2023;Kanpur;Corner Plot;Furnished;Independent House;Yes;842541
500;1116,49975;5;2001;Jaipur;Corner Plot;Semi-Furnished;Apartment;No;360127
501;3044,331796;4;1998;Delhi;Gated Society;Semi-Furnished;Apartment;Yes;795355
502;2843,60929;4;2004;Delhi;Gated Society;Furnished;Independent House;No;821867
503;2980,032195;5;2011;Jaipur;Main Road;Furnished;Apartment;Yes;738207
504;2980,19224;3;2000;Kanpur;Highway Facing;Unfurnished;Apartment;No;550654
505;1750,256488;6;2004;Prayagraj;Highway Facing;Semi-Furnished;Independent House;No;474259
506;1765,972104;5;2004;Lucknow;Highway Facing;Semi-Furnished;Independent House;No;514696
507;1549,969231;5;2006;Jaipur;Gated Society;Unfurnished;Apartment;No;445485
508;2354,060644;3;2010;Prayagraj;Corner Plot;Unfurnished;Independent House;No;519673
509;1787,113885;4;2010;Gurugram;Residential Lane;Semi-Furnished;Independent House;No;546875
510;1739,259812;3;2012;Indore;Highway Facing;Furnished;Duplex;No;499438
511;1815,374986;4;2021;Indore;Main Road;Unfurnished;Villa;Yes;634092
512;2544,758511;7;1995;Delhi;Gated Society;Furnished;Independent House;No;810413
513;2151,575542;7;2013;Lucknow;Highway Facing;Semi-Furnished;Duplex;No;652572
514;1064,273437;6;1999;Delhi;Highway Facing;Furnished;Independent House;No;480821
515;1754,031876;3;2022;Delhi;Residential Lane;Semi-Furnished;Apartment;No;550456
516;1914,036721;2;1991;Noida;Highway Facing;Furnished;Apartment;No;469069
517;1585,23769;2;1988;Noida;Corner Plot;Semi-Furnished;Independent House;Yes;473086
518;2316,915717;6;2008;Noida;Corner Plot;Furnished;Independent House;No;719731
519;2087,637567;5;2013;Jaipur;Highway Facing;Semi-Furnished;Independent House;Yes;633445
520;2478,074083;5;2014;Gurugram;Residential Lane;Semi-Furnished;Villa;Yes;827457
521;1811,29863;6;1985;Noida;Residential Lane;Furnished;Independent House;No;579209
522;2144,241959;6;2002;Prayagraj;Main Road;Unfurnished;Apartment;No;502894
523;2490,684836;2;2005;Prayagraj;Main Road;Semi-Furnished;Apartment;Yes;589388
524;2036,706732;5;2002;Gurugram;Residential Lane;Semi-Furnished;Apartment;No;550647
525;1865,955062;3;1995;Noida;Corner Plot;Semi-Furnished;Villa;No;591482
526;2898,044961;7;2009;Prayagraj;Highway Facing;Unfurnished;Independent House;No;714081
527;1460,775454;2;1993;Kanpur;Gated Society;Semi-Furnished;Villa;Yes;518235
528;1350,592456;3;1999;Gurugram;Highway Facing;Furnished;Apartment;No;423088
529;1903,970098;7;1997;Gurugram;Residential Lane;Furnished;Independent House;No;627069
530;3132,647583;2;1998;Delhi;Residential Lane;Furnished;Independent House;No;816228
531;1973,497147;4;2000;Indore;Main Road;Furnished;Apartment;No;509604
532;1299,317295;2;2007;Jaipur;Gated Society;Unfurnished;Apartment;No;341830
533;2737,798552;3;2012;Gurugram;Main Road;Semi-Furnished;Apartment;No;640702
534;1644,170979;3;1987;Kanpur;Gated Society;Furnished;Apartment;No;412477
535;2472,909553;3;1994;Noida;Corner Plot;Furnished;Apartment;No;596088
536;2849,352502;4;2023;Kanpur;Gated Society;Furnished;Apartment;Yes;730792
537;2377,635977;7;2003;Jaipur;Corner Plot;Semi-Furnished;Independent House;No;662076
538;2439,123536;6;2021;Noida;Highway Facing;Semi-Furnished;Independent House;No;720000
539;2826,304126;7;2000;Gurugram;Corner Plot;;Apartment;No;750199
540;2479,711233;3;2024;Delhi;Main Road;Semi-Furnished;Apartment;Yes;733298
541;2705,837911;7;1997;Jaipur;Main Road;Semi-Furnished;Apartment;No;692892
542;1615,178137;4;2024;Jaipur;Residential Lane;Furnished;Independent House;No;498476
543;2851,31503;2;2015;Indore;Gated Society;Semi-Furnished;Apartment;Yes;665479
544;1907,699997;2;2012;Delhi;Residential Lane;Furnished;Independent House;No;552965
545;2746,661366;6;1995;Indore;Highway Facing;Furnished;Independent House;No;694051
546;2328,032709;2;2008;Kanpur;Main Road;Furnished;Apartment;No;522624
547;2325,991079;2;2000;Gurugram;Highway Facing;Semi-Furnished;Apartment;No;574016
548;1744,95805;2;2018;Indore;Residential Lane;Furnished;Independent House;Yes;494215
549;1344,216486;2;2023;Noida;Main Road;Furnished;Apartment;No;468688
550;2881,771204;5;2024;Delhi;Residential Lane;Unfurnished;Apartment;No;720187
551;3467,001314;3;1986;Lucknow;Residential Lane;Semi-Furnished;Apartment;No;666830
552;2391,215886;7;1993;Gurugram;Highway Facing;Unfurnished;Apartment;Yes;640032
553;1983,958792;6;1994;Delhi;Corner Plot;Semi-Furnished;Independent House;No;607180
554;2297,740745;6;2007;Noida;Highway Facing;Unfurnished;Apartment;No;602865
555;1955,308109;2;1986;Noida;Corner Plot;Furnished;Independent House;No;517095
556;1822,025408;7;2004;Gurugram;Highway Facing;Furnished;Independent House;No;602535
557;2466,341662;5;2019;Delhi;Highway Facing;Unfurnished;Apartment;No;665149
558;1926,687386;7;2024;Noida;Corner Plot;Semi-Furnished;Independent House;No;643117
559;2629,069303;4;1994;Delhi;Residential Lane;Unfurnished;Independent House;No;673346
560;2203,948157;4;2010;Kanpur;Residential Lane;Furnished;Apartment;Yes;525154
561;2192,105043;6;2023;Indore;Highway Facing;Unfurnished;Apartment;No;547437
562;2766,201615;7;1988;Gurugram;Gated Society;Furnished;Independent House;No;832818
